CONCURSO,ID,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
2893,6340258,2,22,28,32,33,51,9,498500000,2015-08-26,1,0,28.0
2892,354115,1,3,5,24,42,46,26,493000000,2015-08-23,2,0,20.2
2891,27666415,15,22,27,28,30,31,50,488500000,2015-08-19,1,1,25.5
2890,19452286,8,16,17,26,31,37,12,483500000,2015-08-16,3,1,22.5
2889,8790646,3,16,20,28,40,55,54,478500000,2015-08-12,1,1,27.0
2888,25478877,13,14,23,35,37,40,28,473000000,2015-08-09,3,1,27.0
2887,31171584,23,25,29,33,46,49,40,468000000,2015-08-05,2,1,34.2
2886,13427083,5,13,19,29,30,56,21,462500000,2015-08-02,4,0,25.3
2885,2194292,1,11,20,27,39,41,45,458000000,2015-07-29,2,0,23.2
2884,5966970,2,16,30,35,51,53,17,452500000,2015-07-26,2,0,31.2
2883,23152901,11,12,17,32,36,54,51,448000000,2015-07-22,2,0,27.0
2882,2699333,1,15,26,30,49,52,10,442500000,2015-07-19,0,0,28.8
2881,29863964,19,22,41,48,51,55,39,437000000,2015-07-15,2,0,39.3
2880,24734224,12,16,30,32,37,49,5,432000000,2015-07-12,1,2,29.3
2879,15017839,6,9,27,32,37,44,17,428000000,2015-07-08,1,0,25.8
2878,957130,1,5,10,17,34,40,9,423000000,2015-07-05,2,2,17.8
2877,2840959,1,17,20,29,35,51,49,418000000,2015-07-01,2,0,25.5
2876,8829751,3,16,28,30,40,54,32,412500000,2015-06-28,1,1,28.5
2875,3950086,2,4,16,38,50,52,54,408000000,2015-06-24,1,0,27.0
2874,7346529,3,6,23,25,34,35,15,404000000,2015-06-21,2,0,21.0
2873,721597,1,4,11,17,44,52,42,400000000,2015-06-17,2,1,21.5
2872,10597146,4,10,12,22,32,51,29,394500000,2015-06-14,0,2,21.8
2871,28416900,16,24,32,36,51,52,19,390000000,2015-06-10,0,1,35.2
2870,27187824,14,33,42,45,51,55,50,384500000,2015-06-07,0,0,40.0
2869,6250268,2,20,31,35,48,53,18,379000000,2015-06-03,3,0,31.5
2868,1957061,1,10,11,33,37,47,16,374000000,2015-05-31,3,0,23.2
2867,9343817,3,26,27,38,44,56,50,370000000,2015-05-27,1,0,32.3
2866,16729816,7,8,23,34,47,52,37,364500000,2015-05-24,3,0,28.5
2865,6821373,3,4,17,19,21,49,1,361000000,2015-05-20,3,0,18.8
2864,18212635,7,23,25,29,33,50,28,357000000,2015-05-17,3,1,27.8
2863,30650436,21,25,27,36,47,54,34,353000000,2015-05-13,1,0,35.0
2862,23162990,11,12,18,40,53,56,43,348000000,2015-05-10,2,0,31.7
2861,12533234,5,7,29,36,38,41,46,344000000,2015-05-06,4,0,26.0
2860,20832309,9,14,22,35,37,47,46,339000000,2015-05-03,2,0,27.3
2859,31480284,24,29,42,44,52,53,10,334500000,2015-04-29,2,1,40.7
2858,22993464,10,28,33,37,46,52,23,329500000,2015-04-26,1,1,34.3
2857,5322843,2,11,16,24,31,37,21,325500000,2015-04-22,4,2,20.2
2856,15764297,6,15,20,24,37,51,16,320500000,2015-04-19,1,0,25.5
2855,10225946,4,8,10,18,46,56,29,316000000,2015-04-15,0,1,23.7
2854,17939228,7,18,23,31,35,36,32,311000000,2015-04-12,3,0,25.0
2853,10736913,4,10,40,42,45,46,30,306000000,2015-04-08,0,1,31.2
2852,12217316,5,6,14,15,31,46,32,302000000,2015-04-05,2,0,19.5
2851,31362759,24,25,26,32,39,47,19,297000000,2015-04-01,1,1,32.2
2850,7520863,3,7,17,38,39,50,51,293500000,2015-03-29,3,3,25.7
2849,9455088,3,31,39,43,44,50,19,289000000,2015-03-25,3,0,35.0
2848,31087509,22,33,40,41,42,48,23,283500000,2015-03-22,1,0,37.7
2847,20169838,8,34,43,49,54,55,27,279000000,2015-03-18,1,0,40.5
2846,21205410,9,18,28,29,41,50,32,274000000,2015-03-15,2,1,29.2
2845,18923165,8,11,22,23,38,41,49,270500000,2015-03-11,3,1,23.8
2844,23676529,11,17,19,24,43,49,15,265500000,2015-03-08,4,3,27.2
2843,28889213,17,22,24,31,43,50,12,261500000,2015-03-04,3,0,31.2
2842,9728030,4,5,25,35,48,53,22,256000000,2015-03-01,2,1,28.3
2841,14847764,6,8,29,47,48,50,22,252000000,2015-02-25,2,0,31.3
2840,11927114,4,25,31,44,49,56,21,247000000,2015-02-22,1,1,34.8
2839,8072549,3,10,19,34,44,54,2,242500000,2015-02-18,2,0,27.3
2838,18506273,8,9,11,20,22,40,48,238000000,2015-02-15,1,0,18.3
2837,7360513,3,6,25,45,46,48,43,233500000,2015-02-11,1,2,28.8
2836,7237936,3,6,11,24,31,51,47,229000000,2015-02-08,3,0,21.0
2835,188814,1,2,13,27,29,34,42,225000000,2015-02-04,3,2,17.7
2834,15975957,6,17,27,32,34,40,20,220000000,2015-02-01,1,1,26.0
2833,1970034,1,10,12,32,36,48,20,216000000,2015-01-28,0,0,23.2
2832,31441212,24,27,40,41,54,55,26,211000000,2015-01-25,1,0,40.2
2831,7276648,3,6,14,28,30,39,31,207000000,2015-01-21,1,0,20.0
2830,13326062,5,12,22,41,44,47,26,203000000,2015-01-18,3,0,28.5
2829,2701333,1,15,26,40,45,46,28,198000000,2015-01-14,0,1,28.8
2828,11283943,4,15,18,30,38,49,53,193000000,2015-01-11,0,0,25.7
2827,1042744,1,5,17,25,35,55,43,189500000,2015-01-07,2,2,23.0
2826,20874068,9,14,35,46,49,55,11,184000000,2015-01-04,0,0,34.7
2825,19561445,8,17,20,38,54,56,2,179000000,2014-12-31,1,2,32.2
2824,19553796,8,17,19,36,37,41,55,174000000,2014-12-28,4,0,26.3
2823,23989601,11,21,33,43,54,55,38,169000000,2014-12-24,2,1,36.2
2822,25125948,12,22,36,43,46,52,35,165000000,2014-12-21,1,0,35.2
2821,20748803,9,13,29,33,39,51,37,162500000,2014-12-17,2,0,29.0
2820,15865266,6,16,21,32,43,56,9,158000000,2014-12-14,1,0,29.0
2819,4215727,2,5,18,30,44,53,33,154000000,2014-12-10,3,1,25.3
2818,25352151,12,31,37,44,52,55,25,149000000,2014-12-07,2,1,38.5
2817,18149724,7,21,33,35,43,55,51,145500000,2014-12-03,2,0,32.3
2816,7344884,3,6,22,38,40,56,12,140000000,2014-11-30,1,2,27.5
2815,28717876,17,19,22,23,36,38,49,137000000,2014-11-26,3,2,25.8
2814,21104649,9,17,22,26,49,56,1,133000000,2014-11-23,1,0,29.8
2813,4832022,2,8,16,23,42,48,15,129000000,2014-11-19,2,1,23.2
2812,32013646,28,30,32,34,42,43,46,123500000,2014-11-16,1,1,34.8
2811,6544380,2,29,30,36,44,51,32,119000000,2014-11-12,2,1,32.0
2810,16504502,6,30,34,46,50,52,32,112500000,2014-11-09,0,2,36.3
2809,30467730,20,32,33,34,50,56,4,107000000,2014-11-05,0,2,37.5
2808,22464635,10,17,20,31,50,51,3,101000000,2014-11-02,2,0,29.8
2807,18547526,8,9,14,28,33,56,12,98000000,2014-10-29,0,0,24.7
2806,23151845,11,12,17,29,30,34,38,93000000,2014-10-26,3,0,22.2
2805,2457555,1,13,21,22,33,45,19,90000000,2014-10-22,1,0,22.5
2804,8024968,3,10,14,28,48,56,27,85000000,2014-10-19,1,0,26.5
2803,19037752,8,12,19,21,22,43,49,81500000,2014-10-15,2,1,20.8
2802,24010558,11,22,25,29,37,55,41,76500000,2014-10-12,3,1,29.8
2801,29997245,19,26,37,50,53,54,48,72000000,2014-10-08,3,1,39.8
2800,19440459,8,15,35,37,41,48,26,67000000,2014-10-05,2,0,30.7
2799,25426628,13,14,16,28,50,51,21,62000000,2014-10-01,1,1,28.7
2798,19286908,8,14,20,42,43,55,44,57000000,2014-09-28,1,1,30.3
2797,9666404,4,5,16,29,39,55,21,53000000,2014-09-24,2,1,24.7
2796,6063075,2,17,39,48,53,56,15,47000000,2014-09-21,3,0,35.8
2795,19788770,8,20,26,27,42,44,11,43500000,2014-09-17,0,2,27.8
2794,16712295,7,8,20,37,39,45,48,38500000,2014-09-14,2,0,26.0
2793,15489612,6,12,40,43,51,56,26,36000000,2014-09-10,1,1,34.7
2792,19154405,8,13,18,22,40,54,41,35000000,2014-09-07,1,1,25.8
2791,10247530,4,8,11,37,41,43,18,34000000,2014-09-03,4,0,24.0
2790,32347007,33,35,47,52,53,56,3,33000000,2014-08-31,2,2,46.0
2789,17906984,7,17,40,48,53,56,35,32000000,2014-08-27,3,2,36.8
2788,7389877,3,6,40,41,47,48,49,31000000,2014-08-24,3,1,30.8
2787,7090487,3,5,19,24,28,30,15,30000000,2014-08-20,3,1,18.2
2786,11266456,4,15,16,30,44,50,43,247000000,2014-08-17,0,0,26.5
2785,5624871,2,13,21,35,41,49,47,243000000,2014-08-13,3,0,26.8
2784,9414363,3,29,30,38,42,50,44,237000000,2014-08-10,2,0,32.0
2783,29493008,18,24,31,39,47,51,2,231500000,2014-08-06,2,0,35.0
2782,509258,1,3,16,19,20,28,23,226000000,2014-08-03,2,1,14.5
2781,22150007,10,14,16,17,27,49,52,222000000,2014-07-30,1,0,22.2
2780,881770,1,5,6,8,30,46,17,216500000,2014-07-27,1,0,16.0
2779,26043024,13,21,37,42,43,48,14,212500000,2014-07-23,3,0,34.0
2778,467130,1,3,12,22,35,55,44,208000000,2014-07-20,1,0,21.3
2777,23766577,11,18,21,31,36,49,51,203000000,2014-07-16,2,0,27.7
2776,12717055,5,8,26,32,37,39,23,198000000,2014-07-13,2,1,24.5
2775,4505837,2,6,30,34,37,43,55,194000000,2014-07-09,3,0,25.3
2774,25225636,12,25,31,36,46,54,9,188000000,2014-07-06,1,0,34.0
2773,21226705,9,18,40,42,48,52,36,183000000,2014-07-02,0,0,34.8
2772,14299809,5,26,30,34,37,56,23,178000000,2014-06-29,2,1,31.3
2771,13394546,5,13,15,40,54,55,23,174000000,2014-06-25,2,0,30.3
2770,26720677,14,18,50,51,52,56,5,168000000,2014-06-22,0,1,40.2
2769,15330350,6,11,27,33,41,56,53,165000000,2014-06-18,2,0,29.0
2768,12551582,5,7,44,51,53,54,28,159000000,2014-06-15,3,1,35.7
2767,4010862,2,4,26,27,28,44,16,156000000,2014-06-11,1,2,21.8
2766,11267522,4,15,16,34,44,56,2,151000000,2014-06-08,0,0,28.2
2765,5734770,2,14,21,28,36,49,47,146500000,2014-06-04,1,0,25.0
2764,22846563,10,23,29,45,53,56,54,140500000,2014-06-01,3,0,36.0
2763,1252499,1,6,15,22,34,39,21,137000000,2014-05-28,0,0,19.5
2762,27187344,14,33,41,43,52,56,38,131000000,2014-05-25,2,0,39.8
2761,10295055,4,8,15,36,39,45,28,127000000,2014-05-21,0,2,24.5
2760,10751786,4,11,12,40,45,51,55,121000000,2014-05-18,1,1,27.2
2759,24647314,12,15,31,50,54,55,11,116500000,2014-05-14,1,2,36.2
2758,25023397,12,20,33,46,50,51,54,111000000,2014-05-11,0,1,35.3
2757,16070874,6,18,36,48,50,52,28,106500000,2014-05-07,0,1,35.0
2756,12329775,5,6,33,34,46,55,38,101500000,2014-05-04,1,0,29.8
2755,11713000,4,20,29,31,44,48,49,97000000,2014-04-30,2,1,29.3
2754,23807304,11,18,31,35,39,42,34,91500000,2014-04-27,2,1,29.3
2753,19485857,8,16,21,39,50,52,4,87000000,2014-04-23,0,0,31.0
2752,27323959,15,17,19,22,31,53,10,83000000,2014-04-20,4,1,26.2
2751,22802912,10,22,29,30,32,33,51,79000000,2014-04-16,1,0,26.0
2750,16096032,6,19,23,25,28,42,47,75000000,2014-04-13,2,0,23.8
2749,18862073,8,11,14,36,49,55,15,71000000,2014-04-09,1,1,28.8
2748,5766437,2,14,27,42,46,50,21,66500000,2014-04-06,1,0,30.2
2747,32392685,34,44,45,51,52,56,53,61500000,2014-04-02,0,1,47.0
2746,17234504,7,11,26,38,39,56,14,57000000,2014-03-30,2,0,29.5
2745,2447078,1,13,19,29,41,46,50,53000000,2014-03-26,4,2,24.8
2744,1800979,1,9,12,19,31,34,21,49000000,2014-03-23,2,2,17.7
2743,42940,1,2,4,31,32,46,11,44500000,2014-03-19,2,0,19.3
2742,22957054,10,26,40,44,50,54,6,39000000,2014-03-16,0,0,37.3
2741,813833,1,4,20,21,24,34,22,37000000,2014-03-12,0,0,17.3
2740,32027706,28,31,32,44,51,52,20,36000000,2014-03-09,1,0,39.7
2739,13713643,5,16,17,24,41,47,36,35000000,2014-03-05,4,0,25.0
2738,9925650,4,6,20,21,45,55,38,34000000,2014-03-02,0,0,25.2
2737,28150054,16,19,23,29,33,49,36,33000000,2014-02-26,3,0,28.2
2736,18258754,7,24,27,39,45,52,12,32000000,2014-02-23,1,0,32.3
2735,25839732,13,18,26,30,31,53,37,31000000,2014-02-19,3,0,28.5
2734,4567315,2,7,10,27,34,54,32,30000000,2014-02-16,2,1,22.3
2733,22306142,10,15,23,24,36,49,29,181500000,2014-02-12,1,0,26.2
2732,7322843,3,6,19,28,48,52,13,176000000,2014-02-09,2,2,26.0
2731,3555317,2,3,7,26,30,48,53,172500000,2014-02-05,3,2,19.3
2730,12351620,5,7,8,23,26,55,50,168000000,2014-02-02,3,2,20.7
2729,16932882,7,9,29,44,48,55,23,164000000,2014-01-29,2,0,32.0
2728,13783561,5,16,30,31,38,52,35,158500000,2014-01-26,2,1,28.7
2727,4995573,2,9,15,16,21,42,24,155000000,2014-01-22,1,0,17.5
2726,17588887,7,14,23,26,43,49,12,151000000,2014-01-19,3,0,27.0
2725,15589323,6,13,27,32,47,52,18,146000000,2014-01-15,2,1,29.5
2724,25554744,13,15,19,33,49,53,26,141500000,2014-01-12,3,1,30.3
2723,16984757,7,10,13,23,34,44,51,137000000,2014-01-08,3,0,21.8
2722,1109148,1,5,28,48,49,55,22,131000000,2014-01-05,1,1,31.0
2721,12123586,5,6,7,25,33,50,51,128000000,2014-01-01,2,0,21.0
2720,31494189,24,30,40,41,55,56,3,121500000,2013-12-29,1,2,41.0
2719,20343716,9,10,30,35,41,48,29,117000000,2013-12-25,1,0,28.8
2718,13435259,5,13,20,32,36,56,25,113000000,2013-12-22,2,0,27.0
2717,18329186,7,26,31,44,45,53,51,108500000,2013-12-18,3,0,34.3
2716,19464974,8,16,18,46,52,55,22,103000000,2013-12-15,0,0,32.5
2715,15525441,6,13,17,20,31,50,9,99000000,2013-12-11,3,1,22.8
2714,9710885,4,5,22,28,31,37,30,95000000,2013-12-08,3,2,21.2
2713,13668935,5,15,24,25,37,39,49,90000000,2013-12-04,2,0,24.2
2712,4597294,2,7,12,35,51,54,13,85500000,2013-12-01,2,1,26.8
2711,17480098,7,13,23,37,48,49,53,82000000,2013-11-27,4,0,29.5
2710,23009810,10,29,32,42,43,47,8,77000000,2013-11-24,3,2,33.8
2709,5236176,2,10,25,30,32,56,50,72000000,2013-11-20,1,1,25.8
2708,9745560,4,5,30,43,45,51,29,68000000,2013-11-17,2,3,29.7
2707,18524551,8,9,12,30,43,51,29,64000000,2013-11-13,1,1,25.5
2706,10512180,4,9,20,25,28,37,29,60000000,2013-11-10,1,2,20.5
2705,11099214,4,13,22,34,37,39,44,56000000,2013-11-06,2,2,24.8
2704,11637357,4,19,24,39,49,55,36,51000000,2013-11-03,1,1,31.7
2703,6830578,3,4,18,20,26,28,10,47000000,2013-10-30,1,0,16.5
2702,18621065,8,9,23,37,48,53,11,43000000,2013-10-27,3,0,29.7
2701,13750217,5,16,22,26,31,41,11,40000000,2013-10-23,3,1,23.5
2700,21462673,9,23,26,28,37,54,20,37000000,2013-10-20,2,1,29.5
2699,17452306,7,13,19,27,50,54,28,36000000,2013-10-16,3,0,28.3
2698,3110555,1,21,23,30,46,47,5,35000000,2013-10-13,2,1,28.0
2697,30225605,20,22,30,33,45,49,10,34000000,2013-10-09,0,0,33.2
2696,28610672,16,36,37,52,55,56,47,33000000,2013-10-06,1,1,42.0
2695,12976451,5,10,15,16,21,30,49,32000000,2013-10-02,1,0,16.2
2694,25359350,12,32,34,45,46,51,26,31000000,2013-09-29,0,1,36.7
2693,16606160,7,8,10,29,46,55,1,30000000,2013-09-25,2,1,25.8
2692,22767892,10,21,33,44,50,53,5,65000000,2013-09-22,1,1,35.2
2691,12558811,5,8,9,17,29,50,23,62000000,2013-09-18,3,1,19.7
2690,14800926,6,8,20,23,39,47,40,57000000,2013-09-15,2,0,23.8
2689,10542319,4,9,25,32,38,40,49,54000000,2013-09-11,0,0,24.7
2688,22156996,10,14,16,31,33,46,15,49000000,2013-09-08,1,1,25.0
2687,12578355,5,8,10,24,37,55,14,45000000,2013-09-04,2,0,23.2
2686,10833393,4,11,21,31,42,43,7,40000000,2013-09-01,3,1,25.3
2685,24840631,12,18,19,39,43,48,51,37000000,2013-08-28,2,0,29.8
2684,16269264,6,22,26,30,35,55,47,36000000,2013-08-25,0,2,29.0
2683,7333703,3,6,21,22,39,43,16,35000000,2013-08-21,2,2,22.3
2682,9869839,4,6,14,17,34,39,24,34000000,2013-08-18,1,0,19.0
2681,4218812,2,5,19,20,35,52,45,33000000,2013-08-14,3,1,22.2
2680,5804861,2,15,17,25,33,43,28,32000000,2013-08-11,3,0,22.5
2679,15428516,6,12,20,26,34,40,27,31000000,2013-08-07,0,1,23.0
2678,26913633,14,22,26,28,43,54,49,30000000,2013-08-04,1,1,31.2
2677,23310426,11,13,22,27,31,34,25,639500000,2013-07-31,3,0,23.0
2676,9694190,4,5,19,40,45,50,52,632500000,2013-07-28,2,0,27.2
2675,25721077,13,17,18,35,53,56,25,627000000,2013-07-24,3,1,32.0
2674,19809007,8,20,32,43,51,53,55,619000000,2013-07-21,2,1,34.5
2673,24827398,12,17,35,44,49,53,54,612500000,2013-07-17,2,0,35.0
2672,5760719,2,14,26,31,37,48,41,605500000,2013-07-14,3,0,26.3
2671,29162045,17,32,42,44,47,49,23,598500000,2013-07-10,2,3,38.5
2670,26189158,13,25,31,44,47,49,40,591000000,2013-07-07,3,0,34.8
2669,3763102,2,3,34,36,48,55,56,584000000,2013-07-03,2,0,29.7
2668,25223104,12,25,30,35,43,45,21,576000000,2013-06-30,1,1,31.7
2667,10994939,4,12,26,34,49,53,11,569000000,2013-06-26,1,0,29.7
2666,30864377,22,23,28,35,51,52,4,559000000,2013-06-23,1,0,35.2
2665,6677898,3,4,6,27,39,48,37,551000000,2013-06-19,1,0,21.2
2664,28470472,16,26,30,32,42,43,36,542000000,2013-06-16,1,1,31.5
2663,13057324,5,10,26,28,35,49,41,535500000,2013-06-12,1,1,25.5
2662,26055922,13,22,24,33,44,49,39,526000000,2013-06-09,1,0,30.8
2661,6518139,2,27,37,41,46,55,52,518000000,2013-06-05,3,0,34.7
2660,7044975,3,5,14,24,48,53,44,510500000,2013-06-02,3,1,24.5
2659,32412411,35,43,45,46,49,53,37,502000000,2013-05-29,2,1,45.2
2658,3518298,2,3,5,28,41,49,13,494500000,2013-05-26,4,2,21.3
2657,9315318,3,25,27,33,36,41,56,488000000,2013-05-22,2,1,27.5
2656,31184650,23,25,35,43,47,56,31,480000000,2013-05-19,3,1,38.2
2655,3181282,1,22,29,34,40,43,4,472000000,2013-05-15,2,0,28.2
2654,14075861,5,20,35,46,50,53,51,464000000,2013-05-12,2,0,34.8
2653,2945692,1,18,26,27,44,54,5,456000000,2013-05-08,0,0,28.3
2652,28022132,16,17,25,39,49,55,12,447000000,2013-05-05,1,1,33.5
2651,3914012,2,4,13,25,28,40,5,442000000,2013-05-01,2,0,18.7
2650,23991827,11,21,35,38,41,45,12,434000000,2013-04-28,2,0,31.8
2649,30872361,22,23,31,36,46,56,54,427000000,2013-04-24,2,1,35.7
2648,128537,1,2,9,17,35,56,36,420000000,2013-04-21,2,0,20.0
2647,7317432,3,6,18,38,40,43,45,412500000,2013-04-17,2,2,24.7
2646,9194799,3,22,24,33,38,39,56,405000000,2013-04-14,1,0,26.5
2645,29946099,19,25,26,44,50,54,20,398000000,2013-04-10,1,2,36.3
2644,4533386,2,7,8,22,26,54,55,391000000,2013-04-07,2,0,19.8
2643,9881021,4,6,15,18,27,33,51,386000000,2013-04-03,0,0,17.2
2642,28830637,17,21,22,26,41,53,3,379000000,2013-03-31,3,1,30.0
2641,18845204,8,11,13,21,52,56,28,374000000,2013-03-27,2,0,26.8
2640,9248167,3,23,27,34,38,47,4,368000000,2013-03-24,3,1,28.7
2639,4811239,2,8,14,23,30,39,44,362500000,2013-03-20,2,0,19.3
2638,31560631,24,43,46,47,48,52,21,354500000,2013-03-17,2,0,43.3
2637,16975093,7,10,12,29,42,50,22,349000000,2013-03-13,2,2,25.0
2636,17543836,7,14,17,19,42,52,3,343000000,2013-03-10,3,0,25.2
2635,12635145,5,8,15,16,29,30,43,338000000,2013-03-06,2,0,17.2
2634,31770677,26,28,36,38,47,49,22,330000000,2013-03-03,1,1,37.3
2633,9165510,3,21,28,43,46,48,41,324000000,2013-02-27,2,1,31.5
2632,10124222,4,7,18,24,48,49,28,318000000,2013-02-24,1,0,25.0
2631,5166843,2,10,15,31,42,43,33,312500000,2013-02-20,3,1,23.8
2630,8983840,3,18,27,35,42,54,22,306500000,2013-02-17,1,0,29.8
2629,4578099,2,7,11,20,38,56,17,301000000,2013-02-13,3,1,22.3
2628,12662391,5,8,17,32,52,56,29,295000000,2013-02-10,2,0,28.3
2627,32070691,28,35,44,46,47,51,15,289000000,2013-02-06,1,0,41.8
2626,4416089,2,6,15,24,36,54,8,283500000,2013-02-03,1,2,22.8
2625,5420448,2,12,13,15,17,52,55,278500000,2013-01-30,3,1,18.5
2624,11072203,4,13,18,36,38,49,51,273000000,2013-01-27,1,1,26.3
2623,29296572,18,20,25,30,40,50,56,267500000,2013-01-23,0,0,30.5
2622,23829035,11,19,21,22,42,47,45,261500000,2013-01-20,3,0,27.0
2621,32136083,29,33,39,43,48,56,49,255500000,2013-01-16,2,2,41.3
2620,25926905,13,19,33,43,47,53,4,249500000,2013-01-13,5,2,34.7
2619,29259943,18,19,32,36,39,43,20,244000000,2013-01-09,2,0,31.2
2618,9166992,3,21,29,33,51,55,43,238000000,2013-01-06,2,1,32.0
2617,28347423,16,22,37,41,46,55,15,233000000,2013-01-02,2,0,36.2
2616,4670645,2,7,20,25,30,39,47,227000000,2012-12-30,2,1,20.5
2615,18386332,7,28,51,53,54,55,49,223000000,2012-12-26,2,1,41.3
2614,28508813,16,27,39,47,49,53,37,216000000,2012-12-23,2,0,38.5
2613,24470564,12,14,17,23,26,46,11,212000000,2012-12-19,2,1,23.0
2612,31541036,24,35,43,46,49,53,40,206000000,2012-12-16,2,0,41.7
2611,29062904,17,26,45,48,50,54,1,201000000,2012-12-12,1,0,40.0
2610,25071161,12,21,31,38,40,51,46,195500000,2012-12-09,1,1,32.2
2609,6146581,2,19,21,22,26,42,23,191000000,2012-12-05,2,0,22.0
2608,20864710,9,14,30,41,43,54,20,185000000,2012-12-02,2,1,31.8
2607,5629731,2,13,22,31,33,43,29,181000000,2012-11-28,4,1,24.0
2606,24898077,12,18,33,41,45,56,8,177000000,2012-11-25,1,0,34.2
2605,11840481,4,23,25,40,44,48,10,173000000,2012-11-21,1,0,30.7
2604,22947154,10,26,32,35,54,56,38,168000000,2012-11-18,0,1,35.5
2603,2722111,1,15,35,36,40,49,18,163000000,2012-11-14,0,2,29.3
2602,1021202,1,5,15,20,43,45,39,158000000,2012-11-11,2,0,21.5
2601,15289564,6,11,19,42,53,55,45,154000000,2012-11-07,3,0,31.0
2600,2454049,1,13,20,29,32,48,17,149000000,2012-11-04,2,0,23.8
2599,19932133,8,23,26,49,50,56,39,145000000,2012-10-31,1,3,35.3
2598,22697200,10,20,26,50,55,56,35,140000000,2012-10-28,0,0,36.2
2597,8655382,3,14,36,48,53,54,22,136000000,2012-10-24,2,1,34.7
2596,2739654,1,16,18,20,39,48,7,130000000,2012-10-21,0,1,23.7
2595,5188494,2,10,18,19,26,53,33,126000000,2012-10-17,3,0,21.3
2594,28288188,16,21,30,32,33,47,40,122000000,2012-10-14,1,0,29.8
2593,16871926,7,9,18,25,26,46,44,119000000,2012-10-10,1,0,21.8
2592,13670519,5,15,24,29,37,53,51,114500000,2012-10-07,4,1,27.2
2591,13528789,5,14,18,23,34,39,26,110000000,2012-10-03,2,2,22.2
2590,12717722,5,8,26,34,53,54,52,105000000,2012-09-30,2,0,30.0
2589,4617402,2,7,14,24,42,52,27,102500000,2012-09-26,2,1,23.5
2588,16904892,7,9,23,25,29,33,34,99000000,2012-09-23,3,1,21.0
2587,21779770,10,11,16,18,33,47,41,95000000,2012-09-19,2,1,22.5
2586,23428439,11,14,23,28,44,49,10,91500000,2012-09-16,2,0,28.2
2585,5984746,2,17,18,21,27,54,52,88000000,2012-09-12,2,1,23.2
2584,22503583,10,17,28,33,48,53,3,84000000,2012-09-09,2,1,31.5
2583,24426938,12,13,29,32,33,35,37,80000000,2012-09-05,2,1,25.7
2582,5629887,2,13,22,31,41,51,43,75000000,2012-09-02,4,0,26.7
2581,22702139,10,20,28,33,34,47,48,72000000,2012-08-29,1,0,28.7
2580,31417730,24,26,40,45,49,54,8,67000000,2012-08-26,0,0,39.7
2579,28204507,16,20,22,32,38,52,50,63000000,2012-08-22,0,2,30.0
2578,6216454,2,20,22,35,41,42,45,59000000,2012-08-19,2,0,27.0
2577,18790861,8,10,25,27,36,56,7,55000000,2012-08-15,0,1,27.0
2576,9141638,3,21,23,27,41,49,53,51000000,2012-08-12,3,0,27.3
2575,17019744,7,10,16,30,40,44,38,48000000,2012-08-08,1,0,24.5
2574,27069816,14,26,33,35,39,49,25,44000000,2012-08-05,0,1,32.7
2573,6498405,2,26,45,50,51,56,53,39000000,2012-08-01,1,0,38.3
2572,1040480,1,5,17,21,27,37,39,38000000,2012-07-29,3,0,18.0
2571,23846439,11,19,23,46,55,56,43,37000000,2012-07-25,3,0,35.0
2570,29380211,18,21,39,41,44,45,10,36000000,2012-07-22,1,1,34.7
2569,17208303,7,11,21,32,37,53,31,35000000,2012-07-18,4,0,26.8
2568,3025157,1,19,29,46,47,55,5,34000000,2012-07-15,3,1,32.8
2567,7473446,3,7,13,20,44,46,2,33000000,2012-07-11,3,1,22.2
2566,12368081,5,7,9,23,36,56,4,32000000,2012-07-08,3,0,22.7
2565,11824655,4,22,35,37,46,50,36,31000000,2012-07-04,1,1,32.3
2564,27393081,15,17,38,46,48,54,49,30000000,2012-07-01,1,0,36.3
2563,20643760,9,12,42,47,51,56,22,182000000,2012-06-27,1,1,36.2
2562,763718,1,4,14,26,42,54,39,177000000,2012-06-24,0,0,23.5
2561,7787880,3,8,32,46,49,51,26,172000000,2012-06-20,1,0,31.5
2560,23173960,11,12,20,25,52,54,30,167000000,2012-06-17,1,0,29.0
2559,27061666,14,26,29,38,41,49,12,162000000,2012-06-13,2,1,32.8
2558,20080463,8,28,29,40,44,51,22,156000000,2012-06-10,1,0,33.3
2557,14528977,6,7,12,22,39,52,49,152000000,2012-06-06,1,0,23.0
2556,18861839,8,11,14,35,44,56,36,147000000,2012-06-03,1,0,28.0
2555,30317133,20,24,40,43,48,55,41,141000000,2012-05-30,1,1,38.3
2554,5675322,2,13,38,43,53,54,21,136000000,2012-05-27,4,0,33.8
2553,14121823,5,21,32,33,40,52,2,131000000,2012-05-23,1,0,30.5
2552,27964108,15,39,41,42,49,54,13,125000000,2012-05-20,1,1,40.0
2551,9533473,4,5,7,10,30,54,46,121000000,2012-05-16,2,2,18.3
2550,11539274,4,18,19,30,45,56,51,116000000,2012-05-13,1,0,28.7
2549,21018056,9,16,21,31,39,53,43,111000000,2012-05-09,2,1,28.2
2548,8602444,3,14,21,23,48,56,54,106000000,2012-05-06,2,0,27.5
2547,21313643,9,20,24,26,36,38,25,102000000,2012-05-02,0,0,25.5
2546,5676431,2,13,40,42,45,53,27,97000000,2012-04-29,3,1,32.5
