CONCURSO,ID,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
4094,7842473,3,9,13,15,25,47,18,42900000,2025-08-10,3,0,18.7
4093,12248160,5,6,16,40,41,55,33,39000000,2025-08-08,2,1,27.2
4092,15956630,6,17,23,26,29,38,3,35900000,2025-08-06,3,0,23.2
4091,17654248,7,15,18,20,50,52,26,33500000,2025-08-03,1,0,27.0
4090,463232,1,3,12,16,35,53,40,30800000,2025-08-01,2,1,20.0
4089,6017148,2,17,22,33,35,47,38,30700000,2025-07-30,3,0,26.0
4088,30175178,20,21,28,43,44,49,40,30600000,2025-07-27,1,2,34.2
4087,22989744,10,28,31,38,40,49,43,30500000,2025-07-25,1,1,32.7
4086,22882003,10,24,29,39,52,54,36,30400000,2025-07-23,1,0,34.7
4085,19248695,8,14,16,22,37,40,12,30300000,2025-07-20,1,0,22.8
4084,8914484,3,17,28,44,50,51,32,30200000,2025-07-18,2,0,32.2
4083,26894795,14,21,38,46,47,49,41,30100000,2025-07-16,1,0,35.8
4082,2835385,1,17,19,34,48,50,14,30000000,2025-07-13,2,1,28.2
4081,10838246,4,11,22,28,33,50,24,30700000,2025-07-11,1,1,24.7
4080,13196579,5,11,24,25,37,44,12,30600000,2025-07-09,3,2,24.3
4079,11669389,4,19,37,39,44,48,36,30500000,2025-07-06,2,0,31.8
4078,26272967,13,28,43,50,55,56,49,30400000,2025-07-04,2,1,40.8
4077,26749461,14,19,24,35,54,55,29,30300000,2025-07-02,1,0,33.5
4076,25563147,13,15,20,41,44,45,49,30200000,2025-06-29,2,2,29.7
4075,19000558,8,12,15,18,20,34,44,30100000,2025-06-27,0,1,17.8
4074,21201255,9,18,26,44,47,51,3,30000000,2025-06-25,1,0,32.5
4073,13969085,5,19,21,34,42,53,3,228300000,2025-06-22,3,0,29.0
4072,25434493,13,14,17,25,44,47,22,224800000,2025-06-20,3,0,26.7
4071,15286736,6,11,19,29,33,38,42,221400000,2025-06-18,3,0,22.7
4070,30349379,20,25,42,43,44,55,14,218000000,2025-06-15,1,0,38.2
4069,7744011,3,8,21,32,33,52,36,214300000,2025-06-13,1,1,24.8
4068,8833979,3,16,29,35,43,45,47,210400000,2025-06-11,3,0,28.5
4067,4917498,2,8,32,38,49,50,30,207000000,2025-06-08,1,0,29.8
4066,24522634,12,14,24,46,54,55,4,202900000,2025-06-06,0,1,34.2
4065,32230016,30,39,40,45,50,54,5,197800000,2025-06-04,0,0,43.0
4064,14508958,6,7,11,13,23,26,17,195900000,2025-06-01,4,1,14.3
4063,23780569,11,18,24,25,27,52,26,192100000,2025-05-30,1,2,26.2
4062,21534266,9,25,27,29,51,56,44,188200000,2025-05-28,1,0,32.8
4061,13291719,5,12,18,20,32,38,13,185500000,2025-05-25,1,1,20.8
4060,23748906,11,18,19,22,24,53,51,182000000,2025-05-23,3,1,24.5
4059,6702866,3,4,8,11,29,47,14,178800000,2025-05-21,4,1,17.0
4058,6479684,2,26,29,35,36,45,4,175400000,2025-05-18,2,1,28.8
4057,9331026,3,25,33,36,49,53,27,171500000,2025-05-16,2,0,33.2
4056,12759259,5,9,10,31,32,39,47,167700000,2025-05-14,2,0,21.0
4055,10911045,4,12,14,38,41,44,40,164700000,2025-05-11,1,1,25.5
4054,8366722,3,12,21,23,27,52,34,161300000,2025-05-09,2,1,23.0
4053,12069577,4,33,35,39,49,52,21,157000000,2025-05-07,0,2,35.3
4052,6764055,3,4,12,14,18,49,39,154400000,2025-05-04,1,1,16.7
4051,10361810,4,8,25,26,32,55,34,150700000,2025-05-02,0,0,25.0
4050,1195428,1,6,10,35,45,53,22,146700000,2025-04-30,1,1,25.0
4049,24749132,12,16,40,42,45,51,19,143500000,2025-04-27,0,0,34.3
4048,12420536,5,7,13,19,29,31,50,140500000,2025-04-25,6,0,17.3
4047,24183491,11,27,28,40,42,52,51,136900000,2025-04-23,1,1,33.3
4046,1751067,1,8,30,42,44,46,20,134000000,2025-04-20,0,0,28.5
4045,16302777,6,23,24,34,40,53,25,130300000,2025-04-18,2,0,30.0
4044,10064089,4,7,12,29,33,42,41,127300000,2025-04-16,2,0,21.2
4043,27923800,15,32,36,38,43,51,22,124700000,2025-04-13,1,2,35.8
4042,12822843,5,9,15,38,41,53,7,121000000,2025-04-11,3,1,26.8
4041,30406271,20,28,30,36,53,56,26,116900000,2025-04-09,1,2,37.2
4040,6231253,2,20,25,34,49,56,13,113500000,2025-04-06,1,2,31.0
4039,6572824,2,30,39,43,54,56,12,109300000,2025-04-04,2,1,37.3
4038,31763711,26,28,31,50,55,56,37,105000000,2025-04-02,1,0,41.0
4037,21098027,9,17,21,25,35,42,27,102500000,2025-03-30,1,0,24.8
4036,808049,1,4,19,23,34,36,37,98900000,2025-03-28,2,1,19.5
4035,29618924,18,29,34,39,41,55,43,94700000,2025-03-26,2,1,36.0
4034,26254802,13,28,29,35,50,51,34,91700000,2025-03-23,2,1,34.3
4033,4355762,2,6,10,28,32,44,23,88000000,2025-03-21,1,0,20.3
4032,25991418,13,20,38,41,45,54,14,84000000,2025-03-19,2,1,35.2
4031,19067319,8,12,23,30,44,45,36,81700000,2025-03-16,1,0,27.0
4030,1229631,1,6,13,21,27,47,49,78700000,2025-03-14,2,1,19.2
4029,2151160,1,11,15,25,44,45,6,75300000,2025-03-12,1,0,23.5
4028,16237391,6,21,30,39,43,51,17,72300000,2025-03-09,1,1,31.7
4027,28112234,16,18,30,38,41,47,29,68300000,2025-03-07,2,1,31.7
4026,20185791,8,38,39,45,50,51,29,63900000,2025-03-05,0,1,38.5
4025,18616745,8,9,23,24,29,47,38,61300000,2025-03-02,3,0,23.3
4024,6611852,2,34,38,50,53,54,51,57000000,2025-02-28,2,0,38.5
4023,14092819,5,21,23,40,46,56,43,53300000,2025-02-26,2,0,31.8
4022,19332534,8,14,31,37,42,44,34,50700000,2025-02-23,2,2,29.3
4021,24323886,12,13,14,15,31,46,43,47300000,2025-02-21,2,1,21.8
4020,30459687,20,31,34,41,45,54,42,43000000,2025-02-19,2,1,37.5
4019,32436560,37,40,45,49,51,55,18,40000000,2025-02-16,1,1,46.2
4018,13122285,5,11,14,29,44,45,10,37300000,2025-02-14,3,0,24.7
4017,8107367,3,10,25,35,47,52,49,33700000,2025-02-12,2,1,28.7
4016,5147302,2,10,14,15,21,26,45,30900000,2025-02-09,1,0,14.7
4015,7956055,3,9,28,41,48,52,35,30700000,2025-02-07,2,2,30.2
4014,20852832,9,14,27,28,30,45,17,30600000,2025-02-05,0,2,25.5
4013,21500663,9,24,26,35,43,45,46,30500000,2025-02-02,1,2,30.3
4012,12784310,5,9,12,24,50,55,31,30400000,2025-01-31,1,1,25.8
4011,21074671,9,17,18,21,44,47,11,30300000,2025-01-29,2,0,26.0
4010,6785179,3,4,13,28,40,45,49,30200000,2025-01-26,2,0,22.2
4009,939918,1,5,9,15,17,39,24,30100000,2025-01-24,2,0,14.3
4008,9017020,3,19,21,23,35,43,51,30000000,2025-01-22,4,2,24.0
4007,26493111,14,16,19,23,48,54,38,144000000,2025-01-19,2,2,29.0
4006,29227091,18,19,23,27,36,53,25,140000000,2025-01-17,3,1,29.3
4005,27601151,15,21,23,24,28,49,51,136000000,2025-01-15,1,2,26.7
4004,23765789,11,18,21,28,52,53,54,133000000,2025-01-12,2,0,30.5
4003,9058588,3,19,30,35,36,55,16,129300000,2025-01-10,2,0,29.7
4002,10907882,4,12,14,26,47,56,5,124500000,2025-01-08,1,1,26.5
4001,824892,1,4,21,31,34,38,26,121000000,2025-01-05,1,0,21.5
4000,18037759,7,19,32,43,46,49,2,117300000,2025-01-03,3,2,32.7
3999,13636317,5,15,19,20,44,46,35,112700000,2025-01-01,2,2,24.8
3998,12470772,5,7,18,20,29,42,31,109700000,2024-12-29,3,1,20.2
3997,25152154,12,23,29,31,47,48,26,106300000,2024-12-27,4,0,31.7
3996,218228,1,2,16,21,43,46,19,103000000,2024-12-25,2,0,21.5
3995,18277591,7,24,36,39,40,48,11,99700000,2024-12-22,1,1,32.3
3994,27836429,15,27,30,33,39,49,25,95700000,2024-12-20,0,0,32.2
3993,31513094,24,32,35,40,42,46,34,91000000,2024-12-18,0,0,36.5
3992,10048560,4,7,11,23,49,56,38,88700000,2024-12-15,3,0,25.0
3991,13405706,5,13,17,19,20,35,4,85000000,2024-12-13,4,1,18.2
3990,18819105,8,10,35,37,41,50,56,80900000,2024-12-11,2,1,30.2
3989,16669407,7,8,15,34,42,48,18,78300000,2024-12-08,1,1,25.7
3988,27274658,15,16,24,28,39,46,50,74300000,2024-12-06,0,0,28.0
3987,14877946,6,9,10,30,44,56,2,70300000,2024-12-04,0,0,25.8
3986,7479848,3,7,13,39,40,42,19,67900000,2024-12-01,3,0,24.0
3985,18866074,8,11,15,19,46,50,37,64000000,2024-11-29,2,1,24.8
3984,21865807,10,11,31,35,44,51,27,60300000,2024-11-27,2,0,30.3
3983,18641595,8,9,28,38,42,48,14,57500000,2024-11-24,0,0,28.8
3982,2904823,1,18,19,23,25,26,9,54300000,2024-11-22,2,2,18.7
3981,2457940,1,13,21,23,27,55,53,51300000,2024-11-20,2,1,23.3
3980,30886631,22,24,25,26,55,56,10,48300000,2024-11-17,0,1,34.7
3979,12830701,5,9,16,29,49,56,27,44500000,2024-11-15,2,3,27.3
3978,32136362,29,33,39,49,55,56,6,40500000,2024-11-13,1,0,43.5
3977,11446831,4,16,36,44,51,54,10,37500000,2024-11-10,0,2,34.2
3976,11273095,4,15,17,24,35,54,25,34300000,2024-11-08,1,2,24.8
3975,22287975,10,15,20,24,28,55,22,30900000,2024-11-06,0,0,25.3
3974,3945154,2,4,16,23,31,45,36,30800000,2024-11-03,3,0,20.2
3973,7074514,3,5,17,24,37,56,23,30700000,2024-11-01,4,1,23.7
3972,6265515,2,21,22,25,33,56,9,30600000,2024-10-30,1,1,26.5
3971,5805659,2,15,17,27,31,47,20,30500000,2024-10-27,4,0,23.2
3970,12738133,5,8,34,36,43,50,52,30400000,2024-10-25,2,1,29.3
3969,116402,1,2,8,24,31,47,52,30300000,2024-10-23,3,2,18.8
3968,189505,1,2,13,28,45,51,52,30200000,2024-10-20,2,1,23.3
3967,25292887,12,28,29,40,41,54,35,30100000,2024-10-18,2,0,34.0
3966,6830473,3,4,18,20,22,49,52,30000000,2024-10-16,1,0,19.3
3965,12648404,5,8,16,21,30,48,32,187300000,2024-10-13,1,1,21.3
3964,23854845,11,19,25,36,48,55,28,183700000,2024-10-11,2,1,32.3
3963,30863525,22,23,28,32,37,55,27,179700000,2024-10-09,2,0,32.8
3962,18070990,7,20,24,40,41,43,15,176900000,2024-10-06,3,0,29.2
3961,24169181,11,26,32,37,42,53,39,172900000,2024-10-04,3,0,33.5
3960,513644,1,3,16,27,28,46,30,169000000,2024-10-02,1,1,20.2
3959,7799884,3,9,10,12,18,55,7,167300000,2024-09-29,1,0,17.8
3958,23893741,11,20,21,44,45,48,30,163900000,2024-09-27,1,2,31.5
3957,20443860,9,11,20,22,29,52,43,160300000,2024-09-25,2,1,23.8
3956,24291705,11,34,36,41,47,55,25,157000000,2024-09-22,3,0,37.3
3955,16238121,6,21,30,50,51,53,12,153300000,2024-09-20,1,1,35.2
3954,5624572,2,13,21,34,36,45,41,149700000,2024-09-18,2,1,25.2
3953,27019109,14,24,40,43,45,52,26,146700000,2024-09-15,1,0,36.3
3952,28138496,16,19,21,28,49,50,31,143000000,2024-09-13,1,0,30.5
3951,4342996,2,6,9,36,51,56,54,139300000,2024-09-11,1,0,26.7
3950,22449797,10,17,18,32,35,42,27,136700000,2024-09-08,1,0,25.7
3949,15730828,6,15,16,22,39,56,9,133000000,2024-09-06,0,1,25.7
3948,27951666,15,35,50,51,52,54,28,128700000,2024-09-04,0,1,42.8
3947,11155078,4,14,15,30,31,56,23,125700000,2024-09-01,1,0,25.0
3946,20153220,8,32,42,45,48,50,7,121700000,2024-08-30,0,1,37.5
3945,24996197,12,20,24,44,50,56,21,118000000,2024-08-28,0,0,34.3
3944,23311236,11,13,22,29,34,46,16,115700000,2024-08-25,3,0,25.8
3943,3207734,1,23,25,32,36,44,3,112500000,2024-08-23,1,0,26.8
3942,29410478,18,22,29,35,39,51,31,108500000,2024-08-21,1,0,32.3
3941,5694426,2,14,16,25,32,40,46,105700000,2024-08-18,1,2,21.5
3940,6525616,2,28,30,31,40,51,44,101700000,2024-08-16,2,1,30.3
3939,324767,1,3,4,12,30,41,16,98500000,2024-08-14,2,0,15.2
3938,19338312,8,14,34,40,44,53,18,95500000,2024-08-11,1,1,32.2
3937,16854791,7,9,16,25,53,54,33,92300000,2024-08-09,2,1,27.3
3936,9663059,4,5,16,22,27,39,54,89000000,2024-08-07,1,0,18.8
3935,15239287,6,11,14,25,33,44,45,86700000,2024-08-04,1,1,22.2
3934,10749149,4,11,12,29,30,49,46,83300000,2024-08-02,2,0,22.5
3933,29968377,19,25,36,41,45,47,17,79500000,2024-07-31,3,3,35.5
3932,31649108,25,29,40,41,47,50,16,76500000,2024-07-28,3,2,38.7
3931,10681857,4,10,21,25,26,41,44,73000000,2024-07-26,1,2,21.2
3930,9979065,4,6,32,35,40,41,56,69700000,2024-07-24,1,1,26.3
3929,27417090,15,18,21,40,42,51,46,66800000,2024-07-21,0,1,31.2
3928,14153282,5,22,26,50,51,53,34,63300000,2024-07-19,2,1,34.5
3927,14514725,6,7,11,21,22,30,12,60500000,2024-07-17,2,0,16.2
3926,3598717,2,3,10,17,23,39,4,58500000,2024-07-14,4,1,15.7
3925,22586743,10,18,31,44,45,49,33,54900000,2024-07-12,1,1,32.8
3924,6646776,3,4,5,10,39,52,53,51500000,2024-07-10,2,0,18.8
3923,15376366,6,12,14,28,38,53,56,48900000,2024-07-07,1,1,25.2
3922,2936205,1,18,24,25,38,50,22,45500000,2024-07-05,0,0,26.0
3921,24305032,11,36,39,41,53,54,16,41300000,2024-07-03,3,0,39.0
3920,10313371,4,8,17,33,35,47,23,39100000,2024-06-30,2,0,24.0
3919,26035413,13,21,32,36,37,56,4,36000000,2024-06-28,2,2,32.5
3918,26143302,13,24,27,28,32,55,52,33000000,2024-06-26,1,1,29.8
3917,6885670,3,4,27,31,33,34,52,30900000,2024-06-23,2,0,22.0
3916,2044004,1,10,20,24,39,54,36,30800000,2024-06-21,0,2,24.7
3915,1354360,1,6,36,39,41,45,3,30700000,2024-06-19,1,1,28.0
3914,1462151,1,7,15,18,50,51,8,30600000,2024-06-16,1,1,23.7
3913,15588771,6,13,27,30,50,55,20,30500000,2024-06-14,1,0,30.2
3912,18271393,7,24,32,36,43,49,39,30400000,2024-06-12,2,2,31.8
3911,7374197,3,6,29,42,43,49,27,30300000,2024-06-09,3,1,28.7
3910,453575,1,3,11,22,24,30,54,30200000,2024-06-07,2,3,15.2
3909,562189,1,3,22,41,45,55,11,30100000,2024-06-05,2,0,27.8
3908,31180751,23,25,33,35,49,56,19,30000000,2024-06-02,1,1,36.8
3907,20870895,9,14,33,42,43,53,41,261700000,2024-05-31,2,1,32.3
3906,10098514,4,7,15,29,31,33,12,258900000,2024-05-29,3,1,19.8
3905,10788434,4,11,16,19,22,54,36,256500000,2024-05-26,2,0,21.0
3904,30470957,20,32,35,36,45,53,22,252500000,2024-05-24,1,3,36.8
3903,16164922,6,20,25,26,32,35,51,248700000,2024-05-22,0,0,24.0
3902,9307536,3,24,40,44,53,55,28,245500000,2024-05-19,2,0,36.5
3901,16481552,6,29,30,41,46,52,24,241100000,2024-05-17,2,1,34.0
3900,9431480,3,30,31,37,44,45,42,237000000,2024-05-15,3,0,31.7
3899,4762387,2,8,10,28,41,42,22,234300000,2024-05-12,2,0,21.8
3898,2292482,1,12,16,18,26,46,8,230500000,2024-05-10,0,1,19.8
3897,7844493,3,9,13,18,19,44,35,227300000,2024-05-08,3,1,17.7
3896,23833992,11,19,21,37,38,51,55,224000000,2024-05-05,3,1,29.5
3895,2133388,1,11,13,45,47,53,38,220000000,2024-05-03,4,1,28.3
3894,11182229,4,14,18,29,32,53,26,216300000,2024-05-01,2,3,25.0
3893,11012870,4,12,32,42,46,53,16,213000000,2024-04-28,1,2,31.5
3892,10958307,4,12,20,21,39,41,52,209300000,2024-04-26,1,0,22.8
3891,14141823,5,22,24,29,51,54,12,205300000,2024-04-24,2,1,30.8
3890,5855459,2,15,24,42,43,44,40,202500000,2024-04-21,2,1,28.3
3889,5347750,2,11,19,23,33,48,1,198900000,2024-04-19,4,0,22.7
3888,30664444,21,25,32,43,52,53,6,194700000,2024-04-17,2,0,37.7
3887,2318008,1,12,18,38,41,47,28,191500000,2024-04-14,2,0,26.2
3886,26560542,14,16,37,44,53,55,31,187200000,2024-04-12,2,1,36.5
3885,18646085,8,9,30,33,37,48,28,183300000,2024-04-10,1,0,27.5
3884,28091924,16,18,24,44,51,56,3,180300000,2024-04-07,0,2,34.8
3883,21398871,9,21,34,49,51,56,17,176300000,2024-04-05,0,0,36.7
3882,17361464,7,12,24,36,46,53,23,172900000,2024-04-03,2,0,29.7
3881,26488832,14,16,18,33,35,42,8,169300000,2024-03-31,0,0,26.3
3880,30491679,20,34,39,44,48,53,23,165300000,2024-03-29,1,0,39.7
3879,9788336,4,6,8,19,25,51,1,163000000,2024-03-27,1,1,18.8
3878,3445062,1,33,49,51,53,54,11,160300000,2024-03-24,1,0,40.2
3877,28720487,17,19,22,29,40,48,7,156300000,2024-03-22,3,0,29.2
3876,12733851,5,8,31,45,52,56,48,152700000,2024-03-20,2,0,32.8
3875,6431774,2,24,34,39,40,50,44,149300000,2024-03-17,1,1,31.5
3874,21093342,9,17,20,30,33,50,44,145400000,2024-03-15,1,1,26.5
3873,910306,1,5,7,20,28,55,56,142000000,2024-03-13,2,1,19.3
3872,20444886,9,11,20,24,29,54,42,139800000,2024-03-10,2,0,24.5
3871,24510121,12,14,22,32,36,51,33,136000000,2024-03-08,0,2,27.8
3870,25383468,12,35,36,39,47,50,4,131600000,2024-03-06,1,1,36.5
3869,11387894,4,16,20,24,39,43,48,128600000,2024-03-03,1,0,24.3
3868,31671766,25,31,35,36,40,42,5,124200000,2024-03-01,1,0,34.8
3867,5761617,2,14,26,34,47,51,22,120200000,2024-02-28,2,0,29.0
3866,337785,1,3,4,40,52,56,5,117200000,2024-02-25,1,1,26.0
3865,1822515,1,9,14,16,24,55,47,113600000,2024-02-23,0,0,19.8
3864,27617623,15,21,26,31,43,46,7,109700000,2024-02-21,2,2,30.3
3863,21510309,9,24,29,34,43,46,38,106800000,2024-02-18,2,1,30.8
3862,3085136,1,20,30,34,39,49,27,102700000,2024-02-16,0,1,28.8
3861,22296597,10,15,21,29,30,44,40,99000000,2024-02-14,1,1,24.8
3860,4506769,2,6,30,39,41,49,10,95700000,2024-02-11,2,1,27.8
3859,3625000,2,3,12,15,37,52,34,92200000,2024-02-09,3,0,20.2
3858,24025184,11,22,29,31,43,48,14,88700000,2024-02-07,4,0,30.7
3857,2281224,1,12,15,16,28,55,38,86200000,2024-02-04,0,0,21.2
3856,3914539,2,4,13,26,31,54,10,82300000,2024-02-02,3,1,21.7
3855,10025052,4,7,10,11,21,46,39,78800000,2024-01-31,2,0,16.5
3854,26261392,13,28,32,34,39,48,15,75700000,2024-01-28,1,0,32.3
3853,32183398,30,31,41,43,49,50,17,71100000,2024-01-26,3,2,40.7
3852,14593070,6,7,18,27,31,43,52,67700000,2024-01-24,3,0,22.0
3851,12905697,5,9,29,33,50,52,44,64900000,2024-01-21,2,1,29.7
3850,9054682,3,19,29,30,35,39,26,60600000,2024-01-19,3,0,25.8
3849,17421644,7,13,16,18,23,32,34,57500000,2024-01-17,3,0,18.2
3848,7126569,3,5,25,27,36,38,18,55000000,2024-01-14,2,3,22.3
3847,13765701,5,16,25,27,39,44,22,51200000,2024-01-12,1,0,26.0
3846,24656893,12,15,38,50,51,53,18,46600000,2024-01-10,1,0,36.5
3845,11628141,4,19,23,25,26,28,14,43900000,2024-01-07,2,0,20.8
3844,978533,1,5,11,32,39,43,20,40100000,2024-01-05,3,0,21.8
3843,7314372,3,6,18,27,29,52,44,36500000,2024-01-03,2,0,22.5
3842,2730339,1,16,17,19,28,41,21,32700000,2023-12-31,3,2,20.3
3841,29348177,18,21,25,28,36,41,22,30700000,2023-12-29,1,1,28.2
3840,29463526,18,23,35,38,42,55,1,30600000,2023-12-27,1,1,35.2
3839,14366774,5,29,32,38,48,54,47,30500000,2023-12-24,2,1,34.3
3838,18323273,7,26,29,36,39,41,11,30400000,2023-12-22,3,1,29.7
3837,29406883,18,22,28,32,41,44,51,30300000,2023-12-20,1,0,30.8
3836,27098913,14,27,36,46,50,54,3,30200000,2023-12-17,0,0,37.8
3835,19628996,8,18,20,21,23,48,40,30100000,2023-12-15,1,0,23.0
3834,12157340,5,6,9,25,50,55,43,30000000,2023-12-13,1,0,25.0
3833,6509412,2,27,31,42,43,44,4,74900000,2023-12-10,3,1,31.5
3832,17107242,7,10,35,40,43,55,49,71000000,2023-12-08,2,2,31.7
3831,22528093,10,18,19,23,43,53,27,67000000,2023-12-06,4,1,27.7
3830,15731597,6,15,16,24,28,43,26,64300000,2023-12-03,1,0,22.0
3829,627588,1,4,5,31,51,53,29,60300000,2023-12-01,3,2,24.2
3828,952554,1,5,10,12,18,41,34,56900000,2023-11-29,2,0,14.5
3827,21528885,9,24,44,47,49,54,2,54000000,2023-11-26,1,0,37.8
3826,2715227,1,15,31,35,38,53,44,50200000,2023-11-24,2,1,28.8
3825,32395769,35,36,39,41,45,47,52,46200000,2023-11-22,2,0,40.5
3824,26095166,13,23,24,28,34,43,1,43900000,2023-11-19,3,0,27.5
3823,22611461,10,19,21,33,40,48,13,40000000,2023-11-17,1,0,28.5
3822,10384825,4,8,31,46,50,54,21,35900000,2023-11-15,1,0,32.2
3821,27227100,15,16,17,25,36,52,37,33300000,2023-11-12,1,0,26.8
3820,19072557,8,12,24,31,42,48,37,30800000,2023-11-10,1,0,27.5
3819,20447408,9,11,20,30,36,55,10,30700000,2023-11-08,1,0,26.8
3818,4324847,2,6,8,29,38,50,1,30600000,2023-11-05,2,1,22.2
3817,30185685,20,21,33,35,39,50,28,30500000,2023-11-03,0,0,33.0
3816,6805675,3,4,15,24,42,56,17,30400000,2023-11-01,1,0,24.0
3815,17446541,7,13,18,34,40,50,46,30300000,2023-10-29,2,1,27.0
3814,10163104,4,7,24,27,31,42,15,30200000,2023-10-27,2,0,22.5
3813,2494063,1,13,28,34,43,49,14,30100000,2023-10-25,2,0,28.0
3812,24753720,12,17,18,22,41,53,45,30000000,2023-10-22,3,0,27.2
3811,4721300,2,7,31,42,44,49,19,286700000,2023-10-20,3,0,29.2
3810,2665957,1,15,20,25,52,56,49,282300000,2023-10-18,0,1,28.2
3809,14646806,6,7,27,43,52,53,35,279300000,2023-10-15,3,0,31.3
3808,19090733,8,12,29,30,48,51,10,275100000,2023-10-13,1,1,29.7
3807,585553,1,3,28,29,40,53,24,271000000,2023-10-11,3,0,25.7
3806,23075335,10,35,36,37,41,42,39,267800000,2023-10-08,2,0,33.5
3805,28149050,16,19,23,26,40,47,14,263700000,2023-10-06,3,0,28.5
3804,4003820,2,4,24,31,34,56,35,259400000,2023-10-04,2,1,25.2
3803,12652167,5,8,16,29,36,56,46,256600000,2023-10-01,2,0,25.0
3802,17336377,7,12,20,28,46,47,13,252800000,2023-09-29,2,2,26.7
3801,31259089,23,28,38,42,44,47,50,248800000,2023-09-27,2,1,37.0
3800,3039338,1,19,38,41,51,55,49,245300000,2023-09-24,2,1,34.2
3799,8853487,3,17,18,19,40,49,26,241700000,2023-09-22,3,0,24.3
3798,3394787,1,29,38,45,50,52,31,237400000,2023-09-20,1,1,35.8
3797,14344762,5,28,30,37,50,56,44,234200000,2023-09-17,2,0,34.3
3796,18054678,7,20,21,40,48,54,31,230100000,2023-09-15,1,1,31.7
3795,20206986,9,10,11,26,44,54,36,226700000,2023-09-13,1,0,25.7
3794,6588806,2,32,33,37,39,55,25,223700000,2023-09-10,2,1,33.0
3793,31607787,25,27,36,39,43,46,12,219900000,2023-09-08,1,0,36.0
3792,17009282,7,10,15,28,47,54,17,216300000,2023-09-06,2,1,26.8
3791,26189040,13,25,31,42,50,54,40,213200000,2023-09-03,2,0,35.8
3790,24711548,12,16,24,27,35,52,6,209500000,2023-09-01,0,2,27.7
3789,12240163,5,6,16,18,35,39,51,205800000,2023-08-30,1,0,19.8
3788,28786696,17,20,23,36,45,46,19,203200000,2023-08-27,2,1,31.2
3787,6986412,3,5,10,14,16,17,52,200000000,2023-08-25,3,0,10.8
3786,30461893,20,31,36,39,42,51,56,195700000,2023-08-23,1,1,36.5
3785,20769150,9,14,15,17,20,50,10,193300000,2023-08-20,1,1,20.8
3784,12901459,5,9,28,29,37,49,10,189600000,2023-08-18,3,2,26.2
3783,26110901,13,23,28,29,30,36,31,185900000,2023-08-16,3,2,26.5
3782,4415429,2,6,15,23,29,51,28,183400000,2023-08-13,3,0,21.0
3781,22953756,10,26,36,41,45,56,47,179400000,2023-08-11,1,1,35.7
3780,12656623,5,8,17,19,48,56,27,176200000,2023-08-09,3,0,25.5
3779,18320344,7,26,28,36,38,54,41,173600000,2023-08-06,1,1,31.5
3778,32265719,31,35,36,42,45,52,6,169500000,2023-08-04,1,0,40.2
3777,8141965,3,11,12,14,54,56,13,166000000,2023-08-02,2,1,25.0
3776,19311691,8,14,25,29,37,52,54,163600000,2023-07-30,2,1,27.5
3775,8659121,3,14,42,45,54,56,39,159900000,2023-07-28,1,2,35.7
3774,9120916,3,20,31,42,48,50,26,155800000,2023-07-26,2,1,32.3
3773,908509,1,5,7,17,37,50,40,153900000,2023-07-23,4,1,19.5
3772,25768008,13,17,26,39,40,44,10,150200000,2023-07-21,2,1,29.8
3771,16419114,6,26,30,36,49,51,50,146200000,2023-07-19,0,1,33.0
3770,16365332,6,24,32,42,47,54,11,143400000,2023-07-16,1,1,34.2
3769,12290452,5,6,22,28,41,49,32,139900000,2023-07-14,2,0,25.2
3768,32354602,33,37,42,44,47,54,17,136200000,2023-07-12,2,0,42.8
3767,17968291,7,18,31,34,36,49,43,133600000,2023-07-09,2,1,29.2
3766,7852433,3,9,13,36,48,50,1,129900000,2023-07-07,2,0,26.5
3765,3002452,1,19,24,26,28,42,30,126200000,2023-07-05,1,0,23.3
3764,12226184,5,6,14,32,43,56,24,123800000,2023-07-02,2,0,26.0
3763,19894228,8,22,27,39,52,53,49,120200000,2023-06-30,1,0,33.5
3762,11716632,4,20,30,35,51,54,38,116500000,2023-06-28,0,0,32.3
3761,21751250,10,11,13,24,34,49,6,114300000,2023-06-25,2,0,23.5
3760,211196,1,2,15,27,40,45,22,110900000,2023-06-23,1,0,21.7
3759,24838537,12,18,19,30,33,49,43,107600000,2023-06-21,1,0,26.8
3758,26448400,14,15,27,37,40,44,36,105300000,2023-06-18,1,1,29.5
3757,115203,1,2,8,22,25,37,39,102300000,2023-06-16,2,0,15.8
3756,30052533,19,29,33,35,36,42,52,98800000,2023-06-14,2,1,32.3
3755,15669523,6,14,21,24,35,41,33,96600000,2023-06-11,1,1,23.5
3754,17406503,7,13,14,28,31,43,38,93700000,2023-06-09,4,2,22.7
3753,15082283,6,10,13,36,39,43,42,90300000,2023-06-07,2,1,24.5
3752,19657099,8,18,24,33,39,40,2,87900000,2023-06-04,0,1,27.0
3751,20111290,8,29,36,48,53,56,40,84200000,2023-06-02,2,0,38.3
3750,18251151,7,24,25,40,44,54,2,81000000,2023-05-31,1,2,32.3
3749,6902040,3,4,33,37,40,44,6,78700000,2023-05-28,2,1,26.8
3748,16576826,6,44,48,49,51,53,31,75100000,2023-05-26,1,0,41.8
3747,11360847,4,16,17,18,29,33,22,72300000,2023-05-24,2,1,19.5
